"image_name","date","scanner","Predicted.class","x","y","ID","distance_root_growth_obs","distance_root_mature_obs","distance_root_growth_mean_exp","distance_root_growth_sd_exp","distance_root_mature_mean_exp","distance_root_mature_sd_exp"
"AF_A50_E_2024-05-30_00H00M","2024-05-30T00:00:00Z","AF_A50_E","gastropoda",7806,1784,3,451.774291992188,462.252105712891,473.385118865967,394.131154765709,681.704829788208,510.393039325767
"AF_A50_E_2024-05-30_00H00M","2024-05-30T00:00:00Z","AF_A50_E","collembola",7957.5,3147,4,548.125915527344,866.017333984375,419.058432207108,383.598789968475,492.231478505135,452.114830702852
"AF_A50_E_2024-05-30_00H00M","2024-05-30T00:00:00Z","AF_A50_E","collembola",4141,8958.5,5,269.453155517578,38.8973007202148,500.338609657288,395.240775532058,587.975237236023,478.123339020682
"AF_A50_E_2024-05-30_00H00M","2024-05-30T00:00:00Z","AF_A50_E","unknown",6423,6691.5,6,192,418.641845703125,529.234751968384,386.390484562732,603.81639793396,448.773592075488
"AF_A50_E_2024-05-30_00H00M","2024-05-30T00:00:00Z","AF_A50_E","collembola",2967,329.5,7,822.446350097656,840.788330078125,497.607542190552,396.642987554583,552.820212783814,533.563518897689
"AF_A50_E_2024-05-30_00H00M","2024-05-30T00:00:00Z","AF_A50_E","gastropoda",6633,2473,8,182.258056640625,105.621971130371,439.053362703323,330.838421053018,534.457131195068,383.345548831869
"AF_A50_E_2024-05-30_00H00M","2024-05-30T00:00:00Z","AF_A50_E","unknown",9435.5,4379,9,980.03369140625,1280.85595703125,541.861608829498,356.866032329127,665.15941822052,443.541975297589
"AF_A50_E_2024-05-30_00H00M","2024-05-30T00:00:00Z","AF_A50_E","collembola",6154,13050.5,10,456.501922607422,674.845886230469,524.620756263733,377.537842295256,717.152385864258,566.792926443841
"AF_A50_E_2024-05-30_00H00M","2024-05-30T00:00:00Z","AF_A50_E","collembola",6610,12183.5,11,75,779.9775390625,475.903675603867,394.541989830432,622.107355232239,492.924958442421
"AF_A50_E_2024-05-30_00H00M","2024-05-30T00:00:00Z","AF_A50_E","unknown",7779,13102,12,83.384651184082,945.169311523438,482.649960708618,408.593818718129,527.446141250134,471.000254146849
"AF_A50_E_2024-05-30_00H00M","2024-05-30T00:00:00Z","AF_A50_E","gastropoda",7944.5,8471.5,13,0,106,507.053684577942,380.85742249785,664.053781058788,503.985756840913
"AF_A50_E_2024-05-30_00H00M","2024-05-30T00:00:00Z","AF_A50_E","collembola",2455.5,11117.5,14,775.619750976562,356.202178955078,452.480431060791,327.224214649266,515.733234825134,391.671953285788
"AF_A50_E_2024-05-30_00H00M","2024-05-30T00:00:00Z","AF_A50_E","collembola",7914,7212,15,292.837829589844,278.280426025391,530.552563438416,373.144677206231,596.244409651756,379.081833523247
"AF_A50_E_2024-05-30_00H00M","2024-05-30T00:00:00Z","AF_A50_E","unknown",4948.5,9357,16,94.8683319091797,112.160598754883,475.016918029785,401.017543842022,537.202764415741,449.942087617358
"AF_A50_E_2024-05-30_00H00M","2024-05-30T00:00:00Z","AF_A50_E","collembola",2087.5,530.5,17,982.004577636719,1639.02465820312,396.49155834198,388.862761656514,481.24598865509,456.527896975421
"AF_A50_E_2024-05-30_00H00M","2024-05-30T00:00:00Z","AF_A50_E","unknown",769,10900,18,709.073364257812,902.000549316406,535.980401096344,389.300327826434,592.343620452881,461.790097633681
"AF_A50_E_2024-05-30_00H00M","2024-05-30T00:00:00Z","AF_A50_E","gastropoda",6382.5,13807,19,760.908020019531,1077.25573730469,536.045966873169,317.840577702612,611.121981658936,338.644288245204
"AF_A50_E_2024-05-30_00H00M","2024-05-30T00:00:00Z","AF_A50_E","gastropoda",8936,9072.5,20,561.763305664062,584.426208496094,457.695780062675,312.832134219797,557.255506176949,406.483163021608
"AF_A50_E_2024-05-31_12H00M","2024-05-31T12:00:00Z","AF_A50_E","collembola",1313.5,8323,1,748.014038085938,988.552490234375,449.700268363953,363.218257971011,578.535390720367,493.190554335197
"AF_A50_E_2024-05-31_12H00M","2024-05-31T12:00:00Z","AF_A50_E","collembola",2082.5,632,2,1004.58349609375,1599.72277832031,481.939352684021,367.755994692375,543.23105178833,418.985438702467
"AF_A50_E_2024-05-31_12H00M","2024-05-31T12:00:00Z","AF_A50_E","collembola",2250,3299,3,695.864929199219,594.920166015625,509.467429962158,380.589253634335,559.435907821655,446.630327875908
"AF_A50_E_2024-05-31_12H00M","2024-05-31T12:00:00Z","AF_A50_E","unknown",6888.5,5312.5,4,609.121520996094,920.235290527344,508.57997253418,385.72284785426,536.491265602112,388.897015840161
"AF_A50_E_2024-05-31_12H00M","2024-05-31T12:00:00Z","AF_A50_E","unknown",9395,5344.5,5,630,1341.60876464844,472.551292190552,371.361915974152,564.324361541271,396.844525286397
"AF_A50_E_2024-05-31_12H00M","2024-05-31T12:00:00Z","AF_A50_E","gastropoda",6501.5,3166,6,682.246276855469,341.470336914062,438.678120384216,344.047944239096,484.066207695007,375.541124925706
"AF_A50_E_2024-05-31_12H00M","2024-05-31T12:00:00Z","AF_A50_E","gastropoda",8834,1727.5,7,3.16227769851685,7.81024980545044,500.377976913452,358.262544875728,617.888751907349,448.434767150398
"AF_A50_E_2024-05-31_12H00M","2024-05-31T12:00:00Z","AF_A50_E","unknown",6604.5,12092,8,19.1049728393555,692.916320800781,412.382191848755,323.561862855005,527.048938550949,431.268171815135
"AF_A50_E_2024-05-31_12H00M","2024-05-31T12:00:00Z","AF_A50_E","collembola",4447,5320.5,9,192.106735229492,191.211929321289,448.899764328003,367.830599154463,582.371832809448,441.194948415722
"AF_A50_E_2024-05-31_12H00M","2024-05-31T12:00:00Z","AF_A50_E","collembola",556,13888,10,592.759643554688,270.632598876953,413.199020023346,346.985886029625,491.028053245544,488.984400535713
"AF_A50_E_2024-05-31_12H00M","2024-05-31T12:00:00Z","AF_A50_E","collembola",6544.5,4872,11,622.93017578125,617.68115234375,537.449388504028,390.778500806049,603.515337677002,447.445422502856
"AF_A50_E_2024-05-31_12H00M","2024-05-31T12:00:00Z","AF_A50_E","gastropoda",3857.5,12296.5,12,0,4,378.284132843018,278.149491087931,451.603264007568,419.975157854419
"AF_A50_E_2024-07-15_00H01M","2024-07-15T00:01:00Z","AF_A50_E","unknown",4460,11815,1,2681.33642578125,289.746429443359,4239.63353027344,1913.30674064096,808.233107757568,628.392887254542
"AF_A50_E_2024-07-15_00H01M","2024-07-15T00:01:00Z","AF_A50_E","formicidae",938.5,13944,2,1258.64416503906,447.517608642578,4346.61165527344,1642.99261104894,801.458280506134,548.231724830921
"AF_A50_E_2024-07-15_12H00M","2024-07-15T12:00:00Z","AF_A50_E","unknown",8558.5,2176,1,12589.5244140625,1156.15441894531,6501.25592529297,3762.1353373995,744.440633392334,515.567914197007
"AF_A50_E_2024-07-16_00H00M","2024-07-16T00:00:00Z","AF_A50_E","unknown",2525.5,13891.5,1,1378.17565917969,745.177856445312,7612.81379516602,3790.9801498082,713.044151992798,546.064566491878
"AF_A50_E_2024-07-16_12H00M","2024-07-16T12:00:00Z","AF_A50_E","acari",1741,7703,1,5030.17529296875,1561.48168945312,6686.72744506836,3703.77222928521,733.700574951172,521.298463834718
"AF_A50_E_2024-07-16_12H00M","2024-07-16T12:00:00Z","AF_A50_E","gastropoda",6659.5,7693.5,2,7070.58154296875,119.854080200195,7064.61286956787,3310.03238605297,734.329515609741,510.120504785194
"AF_A50_E_2024-07-17_00H00M","2024-07-17T00:00:00Z","AF_A50_E","formicidae",697.5,13949.5,1,1400.60339355469,482.108917236328,3846.37879760742,2168.0226706931,734.832878036499,533.838643597887
"AF_A50_E_2024-07-17_12H00M","2024-07-17T12:00:00Z","AF_A50_E","unknown",3613.5,13960.5,1,638.956970214844,1054.45532226562,3576.73559906006,2103.95892580046,720.319846000671,477.826852582144
"AF_A50_E_2024-07-18_00H00M","2024-07-18T00:00:00Z","AF_A50_E","unknown",1308.5,5967,1,1387.70495605469,528.639770507812,4452.52520370483,2265.19125730836,880.484752960205,642.605871774179
"AF_A50_E_2024-07-18_00H00M","2024-07-18T00:00:00Z","AF_A50_E","formicidae",6596.5,13888.5,2,3654.64428710938,1563.17529296875,4549.11006286621,1977.87010281389,789.041039428711,588.180560095346
"AF_A50_E_2024-07-18_12H00M","2024-07-18T12:00:00Z","AF_A50_E","lumbricidae",1057.5,6975.5,1,1769.26477050781,599.303771972656,4297.90517883301,2038.19859667601,784.199880027771,484.149198547479
"AF_A50_E_2024-07-20_12H00M","2024-07-20T12:00:00Z","AF_A50_E","unknown",7358,11648.5,1,4989.80419921875,1568.47509765625,4669.18508178711,2086.37676614995,834.217044372559,516.976852440121
"AF_A50_E_2024-09-19_12H00M","2024-09-19T12:00:00Z","AF_A50_E","acari",1696,2360,1,1810.39245605469,313.383148193359,3378.08687133789,1774.28750743305,861.377726783752,716.463864996627
"AF_A50_E_2024-09-20_00H01M","2024-09-20T00:01:00Z","AF_A50_E","unknown",4386.5,7942.5,1,2835.50439453125,1783.63342285156,3876.05760437012,2270.48095460248,855.428181915283,612.308997941712
"AF_A50_E_2024-09-20_00H01M","2024-09-20T00:01:00Z","AF_A50_E","collembola",2025.5,8670.5,2,2681.0673828125,1175.92395019531,3526.59219604492,2346.35206329811,975.885336303711,725.598761843687
"AF_A50_E_2024-09-20_12H00M","2024-09-20T12:00:00Z","AF_A50_E","collembola",1052.5,4184,1,597.608581542969,196.65705871582,3631.21851806641,2202.31127774085,1127.75683605194,861.816631026276
"AF_A50_E_2024-09-20_12H00M","2024-09-20T12:00:00Z","AF_A50_E","unknown",9345,7776,2,6251.79833984375,331.422698974609,3405.21478759766,2027.52171837752,767.056916389465,580.59356224217
"AF_A50_E_2024-09-20_12H00M","2024-09-20T12:00:00Z","AF_A50_E","acari",1562,2575,3,1659.45166015625,179.936096191406,4031.96723510742,2033.25589714489,1118.28412536621,819.802781958265
"AF_A50_E_2024-09-20_12H00M","2024-09-20T12:00:00Z","AF_A50_E","unknown",3073.5,4625.5,4,571.944946289062,374.261932373047,3578.52255157471,2169.66796726423,780.828822174072,544.585536124115
"AF_A50_E_2024-09-20_12H00M","2024-09-20T12:00:00Z","AF_A50_E","collembola",3066.5,4424,5,483.199737548828,173.277236938477,3442.79884338379,1966.95190940759,967.376608352661,789.417067282583
"AF_A50_E_2024-09-23_00H00M","2024-09-23T00:00:00Z","AF_A50_E","acari",380,11597.5,1,NA,1310.11486816406,NA,NA,815.861587524414,695.935135637096
"AF_A50_E_2024-09-23_00H00M","2024-09-23T00:00:00Z","AF_A50_E","unknown",4106.5,9595,2,NA,1037.93298339844,NA,NA,979.262036094666,748.228311026551
"AF_A50_E_2024-12-10_00H00M","2024-12-10T00:00:00Z","AF_A50_E","symphyla",8333,1622.5,1,1686.65502929688,510.286193847656,1243.56331817627,702.310379986945,567.42135635376,437.343345297851
"AF_A50_E_2024-12-10_00H00M","2024-12-10T00:00:00Z","AF_A50_E","enchytraeidae",1700,1181,2,0,1109.78967285156,1407.19830108643,909.865920243145,599.962317123413,448.117328797833
"AF_A50_E_2024-12-10_00H00M","2024-12-10T00:00:00Z","AF_A50_E","unknown",4396.5,8561,3,844.428771972656,762.758178710938,1310.26031692505,763.280774504903,562.035860280991,437.981620650293
"AF_A50_E_2024-12-10_00H00M","2024-12-10T00:00:00Z","AF_A50_E","lumbricidae",4333,10886,4,1209.17041015625,590.039001464844,1515.07273925781,779.639939015442,682.028625793457,487.105813394914
"AF_A50_E_2024-12-10_00H00M","2024-12-10T00:00:00Z","AF_A50_E","lumbricidae",6361.5,11539,5,887.1533203125,835.475891113281,1427.73382598877,630.360888697756,559.724630279541,375.942596541066
"AF_A50_E_2024-12-10_00H00M","2024-12-10T00:00:00Z","AF_A50_E","lumbricidae",5389,12202.5,6,331.421173095703,804.994384765625,1168.73955299377,693.563022613259,516.715790901184,385.667291102372
"AF_A50_E_2024-12-10_00H00M","2024-12-10T00:00:00Z","AF_A50_E","collembola",8609.5,9439.5,7,570.94482421875,22.8035087585449,1534.94623291016,853.534860827935,588.633126602173,399.070698817498
"AF_A50_E_2024-12-10_00H00M","2024-12-10T00:00:00Z","AF_A50_E","lumbricidae",7276.5,6847.5,8,3251.43359375,894.664733886719,1321.47642852783,803.874398834911,614.549352750778,404.990185113218
"AF_A50_E_2024-12-10_00H00M","2024-12-10T00:00:00Z","AF_A50_E","lumbricidae",4990,11816.5,9,295.296447753906,955.745788574219,1561.25828399658,808.003533052393,569.898442268372,418.510590876107
"AF_A50_E_2024-12-10_00H00M","2024-12-10T00:00:00Z","AF_A50_E","acari",7955.5,11576.5,10,1356.42541503906,922.24560546875,1454.62034591675,773.54284291918,585.96561173439,452.730087204213
"AF_A50_E_2024-12-10_00H00M","2024-12-10T00:00:00Z","AF_A50_E","lumbricidae",4043,10701,11,1239.14245605469,502.020904541016,1532.18669891357,851.08762544247,597.88078918457,372.583561405535
"AF_A50_E_2024-12-10_00H00M","2024-12-10T00:00:00Z","AF_A50_E","acari",6396,13693.5,12,1966.91687011719,48.1663780212402,1657.50138427734,886.728946909841,735.361795959473,550.907405029817
"AF_A50_E_2024-12-10_00H00M","2024-12-10T00:00:00Z","AF_A50_E","gastropoda",4840.5,344.5,13,199.902481079102,590.994079589844,1308.26367385864,820.809698009358,547.989077820778,332.040892481258
"AF_A50_E_2024-12-10_00H00M","2024-12-10T00:00:00Z","AF_A50_E","gastropoda",2607,916,14,897.902526855469,1398.12475585938,1371.08591827393,851.777194095538,575.166930923462,459.903454222926
"AF_A50_E_2024-12-10_00H00M","2024-12-10T00:00:00Z","AF_A50_E","gastropoda",3608.5,5825.5,15,554.544860839844,431.114837646484,1472.50660995483,853.1635397981,650.742887420654,482.958627706917
"AF_A50_E_2024-12-10_00H00M","2024-12-10T00:00:00Z","AF_A50_E","lumbricidae",3335,10493.5,16,653.911315917969,296.98486328125,1548.19819854736,931.575209029515,673.840902404785,538.565142894931
"AF_A50_E_2024-12-10_12H00M","2024-12-10T12:00:00Z","AF_A50_E","gastropoda",2330,11602.5,1,196.155548095703,201.920776367188,1410.99797851562,875.8686388183,568.880703811646,397.381918367765
"AF_A50_E_2024-12-10_12H00M","2024-12-10T12:00:00Z","AF_A50_E","collembola",3011.5,8658,2,0,334.510101318359,1341.72178115845,785.301096446521,718.103384246826,545.858499593303
"AF_A50_E_2024-12-10_12H00M","2024-12-10T12:00:00Z","AF_A50_E","lumbricidae",4895.5,7428,3,71.8401031494141,206.305603027344,1286.34028930664,906.23985123193,531.03284860611,459.472412858422
"AF_A50_E_2024-12-10_12H00M","2024-12-10T12:00:00Z","AF_A50_E","lumbricidae",6530,8398,4,729.309936523438,718.8115234375,1320.41662269592,552.088407577403,701.092744598389,470.469430385599
"AF_A50_E_2024-12-10_12H00M","2024-12-10T12:00:00Z","AF_A50_E","gastropoda",4914,432,5,85.8021011352539,483.508026123047,1309.6803238678,812.382606297163,629.873886880875,454.283007424134
"AF_A50_E_2024-12-10_12H00M","2024-12-10T12:00:00Z","AF_A50_E","julida",8393.5,3470.5,6,1098.060546875,875.105163574219,1583.08314849854,838.763681482191,698.479307250977,475.306000434816
"AF_A50_E_2024-12-10_12H00M","2024-12-10T12:00:00Z","AF_A50_E","acari",5730,6968.5,7,1023.06256103516,620.080627441406,1342.75007720947,726.774059807697,493.053707427979,300.33715547534
"AF_A50_E_2024-12-10_12H00M","2024-12-10T12:00:00Z","AF_A50_E","gastropoda",7876,420.5,8,2491.46142578125,1153.69494628906,1240.26446105957,718.913813120936,625.143679332733,513.719571327589
"AF_A50_E_2024-12-10_12H00M","2024-12-10T12:00:00Z","AF_A50_E","multi_taxa",7731,6099.5,9,1755.61071777344,1324.22094726562,1292.05040863037,732.885831529193,538.078889770508,389.710765478732
"AF_A50_E_2024-12-10_12H00M","2024-12-10T12:00:00Z","AF_A50_E","unknown",6643.5,7843.5,10,180.080535888672,170.496337890625,1418.61409072876,805.166452599651,635.831529006958,532.535450793996
"AF_A50_E_2024-12-10_12H00M","2024-12-10T12:00:00Z","AF_A50_E","gastropoda",4273.5,3001.5,11,0,199.022613525391,1406.83412994385,839.589026640412,688.575941925049,517.683476783095
"AF_A50_E_2024-12-10_12H00M","2024-12-10T12:00:00Z","AF_A50_E","unknown",939,6149.5,12,2863.9560546875,233.323806762695,1249.51061203003,713.780979040474,596.505938873291,448.144663947263
"AF_A50_E_2024-12-10_12H00M","2024-12-10T12:00:00Z","AF_A50_E","gastropoda",4133,8705.5,13,722.402954101562,609.055847167969,1342.98959503174,762.955152941301,540.618855934143,484.404700943857
"AF_A50_E_2024-12-10_12H00M","2024-12-10T12:00:00Z","AF_A50_E","lumbricidae",7479,9086.5,14,50.9607696533203,300.148284912109,1441.32064605713,835.154159246333,618.954477081299,439.703773172277
"AF_A50_E_2024-12-10_12H00M","2024-12-10T12:00:00Z","AF_A50_E","gastropoda",6601.5,10765.5,15,1546.86291503906,652.681396484375,1351.71798980713,877.45557226312,620.608053436279,567.616409308506
"AF_A50_E_2024-12-10_12H00M","2024-12-10T12:00:00Z","AF_A50_E","acari",3104,13733.5,16,1244.09802246094,195.0205078125,1175.77383583069,821.416481233799,439.806087083817,347.568763288076
"AF_A50_E_2024-12-11_00H00M","2024-12-11T00:00:00Z","AF_A50_E","unknown",8013,2369.5,1,910.371337890625,616.691955566406,1490.28559539795,1008.8155277827,644.854253425598,442.267212269584
"AF_A50_E_2024-12-11_00H00M","2024-12-11T00:00:00Z","AF_A50_E","acari",8601,10039.5,2,57.489128112793,623.8212890625,1255.71539276123,779.818340615159,546.923892745972,394.68146238106
"AF_A50_E_2024-12-11_00H00M","2024-12-11T00:00:00Z","AF_A50_E","lumbricidae",8092.5,11275,3,1024.12158203125,1090.90515136719,1325.71558227539,845.756598300049,539.064072475433,383.567816504667
"AF_A50_E_2024-12-11_00H00M","2024-12-11T00:00:00Z","AF_A50_E","gastropoda",4979,11740.5,4,279.427978515625,282.072692871094,1427.66910263062,1052.41464426053,648.416266212463,482.248267686881
"AF_A50_E_2024-12-11_00H00M","2024-12-11T00:00:00Z","AF_A50_E","julida",8282,5227,5,28.6356430053711,592.78076171875,1385.62548538208,1077.2824172079,626.628155975342,449.241299421288
"AF_A50_E_2024-12-11_00H00M","2024-12-11T00:00:00Z","AF_A50_E","collembola",2515,5660,6,1623.71215820312,32.8024406433105,1363.91209014893,953.164938285082,641.164284591675,525.714883822749
"AF_A50_E_2024-12-11_00H00M","2024-12-11T00:00:00Z","AF_A50_E","lumbricidae",9003.5,12466.5,7,2152.91552734375,755.352233886719,1405.82031860352,894.508424687906,604.532317733765,423.142606297115
"AF_A50_E_2024-12-11_00H00M","2024-12-11T00:00:00Z","AF_A50_E","gastropoda",1362.5,7365.5,8,1077.7392578125,900.565368652344,1258.01404907227,734.951725372822,541.949198532104,441.219636547635
"AF_A50_E_2024-12-11_00H00M","2024-12-11T00:00:00Z","AF_A50_E","collembola",4847.5,9337,9,1006.94836425781,0,1517.99141494751,1131.71950518076,612.00601272583,459.087972281349
"AF_A50_E_2024-12-11_00H00M","2024-12-11T00:00:00Z","AF_A50_E","lumbricidae",7369.5,8895.5,10,486.679565429688,457.856964111328,1428.457684021,1205.3868083754,610.370672149658,465.395661506761
"AF_A50_E_2024-12-11_00H00M","2024-12-11T00:00:00Z","AF_A50_E","unknown",1872.5,2052,11,3458.75,615.510375976562,1412.0586756134,1032.6638607469,678.126758170128,526.735898760436
"AF_A50_E_2024-12-11_00H00M","2024-12-11T00:00:00Z","AF_A50_E","lumbricidae",9154,12730.5,12,2444.27978515625,957.049621582031,1314.30822647095,1040.31987861603,601.53801486969,426.528198969975
"AF_A50_E_2024-12-11_00H00M","2024-12-11T00:00:00Z","AF_A50_E","gastropoda",6346.5,2732.5,13,562.825927734375,169.649642944336,1531.3029801178,1068.15379933768,624.555192947388,417.989883610034
"AF_A50_E_2024-12-11_00H00M","2024-12-11T00:00:00Z","AF_A50_E","collembola",2255,323.5,14,2715.77416992188,2026.72570800781,1488.88883880615,922.912309030301,650.939775409699,511.376071742671
"AF_A50_E_2024-12-11_00H00M","2024-12-11T00:00:00Z","AF_A50_E","lumbricidae",8647.5,13445.5,15,3086.341796875,938.497192382812,1490.5250479126,838.599503453953,670.748307342529,450.149978080927
"AF_A50_E_2024-12-11_00H00M","2024-12-11T00:00:00Z","AF_A50_E","lumbricidae",7899,11117.5,16,1000.48638916016,842.151977539062,1333.85449333191,939.689948930409,675.891505813599,570.009883283555
"AF_A50_E_2024-12-11_00H00M","2024-12-11T00:00:00Z","AF_A50_E","lumbricidae",8767,10055,17,89.1066741943359,654.805297851562,1508.87676132202,978.586126850085,592.67053730011,501.800612450906
"AF_A50_E_2024-12-11_00H00M","2024-12-11T00:00:00Z","AF_A50_E","collembola",5807,10284.5,18,133.221618652344,868.016723632812,1565.64732925415,1124.3056045202,659.961881713867,484.004767334218
"AF_A50_E_2024-12-11_00H00M","2024-12-11T00:00:00Z","AF_A50_E","lumbricidae",7033.5,8799.5,19,630.840698242188,560.22314453125,1404.50674877167,956.70616040195,517.796741905212,380.177213363945
"AF_A50_E_2024-12-11_12H00M","2024-12-11T12:00:00Z","AF_A50_E","gastropoda",5517.5,7214.5,1,1106.48132324219,485.687133789062,1287.46617774963,907.687868992326,599.64861831665,364.98547886924
"AF_A50_E_2024-12-11_12H00M","2024-12-11T12:00:00Z","AF_A50_E","gastropoda",6105.5,1944.5,2,574.836486816406,91.8313674926758,1749.55241874695,1155.8590344409,730.99251991272,537.075168281806
"AF_A50_E_2024-12-11_12H00M","2024-12-11T12:00:00Z","AF_A50_E","collembola",8775,11701.5,3,1359.25158691406,575.402465820312,1633.02553604126,1134.76093757634,573.013025207519,422.251165482282
"AF_A50_E_2024-12-11_12H00M","2024-12-11T12:00:00Z","AF_A50_E","gastropoda",6277.5,1262,4,904.023254394531,571.612609863281,1456.69014251709,924.565969202897,618.309147624969,464.630891539687
"AF_A50_E_2024-12-11_12H00M","2024-12-11T12:00:00Z","AF_A50_E","acari",6405,13969,5,2221.62329101562,193.878829956055,1290.84055328369,974.894804658396,619.195460510254,408.557922531747
"AF_A50_E_2024-12-11_12H00M","2024-12-11T12:00:00Z","AF_A50_E","collembola",1183,350.5,6,3784.97338867188,1475.06640625,1542.45336502075,1100.90792531548,639.142533874512,415.631146107068
"AF_A50_E_2024-12-11_12H00M","2024-12-11T12:00:00Z","AF_A50_E","gastropoda",6358.5,3967.5,7,1252.40649414062,982.5517578125,1607.47448204041,1359.78387705179,625.369455108643,480.6432942934
"AF_A50_E_2024-12-11_12H00M","2024-12-11T12:00:00Z","AF_A50_E","acari",4871.5,9410.5,8,4.4721360206604,8,1578.71708206177,1297.96818637815,763.867634353638,633.614951824675
"AF_A50_E_2024-12-11_12H00M","2024-12-11T12:00:00Z","AF_A50_E","collembola",4810.5,343.5,9,220.621841430664,617.324035644531,1508.63721885681,1049.15877078645,628.860514144897,463.832789853556
"AF_A50_E_2024-12-11_12H00M","2024-12-11T12:00:00Z","AF_A50_E","gastropoda",1980,11468,10,364.226593017578,419.888092041016,1557.31252605438,1060.70087430279,626.336942081451,525.633700519234
"AF_A50_E_2024-12-11_12H00M","2024-12-11T12:00:00Z","AF_A50_E","enchytraeidae",3936,11857,11,1327.126953125,409.20654296875,1610.94060031891,1266.38202155283,649.495036849976,490.523081558651
"AF_A50_E_2024-12-12_00H00M","2024-12-12T00:00:00Z","AF_A50_E","acari",5725.5,2981.5,1,1221.10119628906,672.358520507812,1800.30468383789,1276.89051721637,725.042422637939,465.17403378167
"AF_A50_E_2024-12-12_00H00M","2024-12-12T00:00:00Z","AF_A50_E","acari",3959.5,9410,2,832.281799316406,24,1437.43316223145,1144.84249971127,635.501649971008,459.664465182632
"AF_A50_E_2024-12-12_00H00M","2024-12-12T00:00:00Z","AF_A50_E","unknown",4387,13679.5,3,2115.67211914062,717.722106933594,1695.08082633972,1232.06469455344,674.962555971146,484.969267260228
"AF_A50_E_2024-12-12_00H00M","2024-12-12T00:00:00Z","AF_A50_E","unknown",9796,2949.5,4,2331.0146484375,2121.34033203125,1541.73301315308,918.145564257508,649.676395702362,465.916572346148
"AF_A50_E_2024-12-12_00H00M","2024-12-12T00:00:00Z","AF_A50_E","acari",3197.5,9797.5,5,55.865909576416,17,1632.62607803345,1195.6006982313,641.785244064331,395.74442981554
"AF_A50_E_2024-12-12_00H00M","2024-12-12T00:00:00Z","AF_A50_E","collembola",803,332,6,4165.4296875,1430.87390136719,1391.3921270752,938.512961283871,759.511182479858,543.784881111682
"AF_A50_E_2024-12-12_00H00M","2024-12-12T00:00:00Z","AF_A50_E","gastropoda",968.5,5399.5,7,3112.1845703125,107.712577819824,1419.82933853149,926.187324387574,613.406617584229,419.285367423142
"AF_A50_E_2024-12-12_00H00M","2024-12-12T00:00:00Z","AF_A50_E","unknown",2389.5,1218,8,2673.38745117188,1483.28552246094,1842.82586517334,1179.23842563628,595.783140029907,545.930783854728
"AF_A50_E_2024-12-12_00H00M","2024-12-12T00:00:00Z","AF_A50_E","enchytraeidae",2383.5,295.5,9,2590.12524414062,1947.80700683594,1785.87282287598,1242.95801255472,677.656400985718,475.368882809237
"AF_A50_E_2024-12-12_00H00M","2024-12-12T00:00:00Z","AF_A50_E","gastropoda",8070.5,2255.5,10,972.548217773438,537.847534179688,1556.69513259888,1147.14473239298,668.409429671764,403.189605415394
"AF_A50_E_2024-12-12_00H00M","2024-12-12T00:00:00Z","AF_A50_E","gastropoda",6527.5,10110,11,801.761169433594,683,1451.99458839417,1255.77999586588,631.364933395386,437.508849511093
"AF_A50_E_2024-12-12_12H00M","2024-12-12T12:00:00Z","AF_A50_E","acari",7486,1874,1,764.748352050781,262.488098144531,1140.04733810425,782.792273910033,623.043305282593,481.248606696063
"AF_A50_E_2024-12-12_12H00M","2024-12-12T12:00:00Z","AF_A50_E","unknown",572.5,12057.5,2,1394.15380859375,919.723876953125,1422.7677671814,999.022832857495,636.623404693604,489.547936264578
"AF_A50_E_2024-12-12_12H00M","2024-12-12T12:00:00Z","AF_A50_E","acari",511,13896.5,3,386.090667724609,401.109710693359,1344.70114303589,997.247993501388,680.497113113403,496.562471057816
"AF_A50_E_2024-12-12_12H00M","2024-12-12T12:00:00Z","AF_A50_E","unknown",9469,4140.5,4,1546.46984863281,1308.16662597656,1464.29071990967,1090.41338616373,720.725237731934,500.738981249095
"AF_A50_E_2024-12-12_12H00M","2024-12-12T12:00:00Z","AF_A50_E","gastropoda",4823.5,3788.5,5,2376.06909179688,660.600463867188,1315.62568878174,905.137614305171,562.880077972412,370.222406204417
"AF_A50_E_2024-12-12_12H00M","2024-12-12T12:00:00Z","AF_A50_E","gastropoda",5000,4034,6,2207.54760742188,793.728515625,1250.92659812927,817.327252096438,616.055418701172,423.10157320755
"AF_A50_E_2024-12-12_12H00M","2024-12-12T12:00:00Z","AF_A50_E","unknown",3802.5,6239.5,7,228.265197753906,800,1333.58949596405,854.063170570661,615.317698440552,551.242619738608
"AF_A50_E_2024-12-12_12H00M","2024-12-12T12:00:00Z","AF_A50_E","gastropoda",6842.5,10327,8,968.958740234375,344.646209716797,1191.38708816528,674.034919346212,622.632514190674,403.299709151142
"AF_A50_E_2024-12-12_12H00M","2024-12-12T12:00:00Z","AF_A50_E","gastropoda",603.5,12794.5,9,770.497253417969,719.2509765625,1474.95071426392,1060.51375263938,784.454527282715,507.371481986166
"AF_A50_E_2024-12-12_12H00M","2024-12-12T12:00:00Z","AF_A50_E","gastropoda",3018,1365,10,2128.98681640625,838.513549804688,1367.51627593994,846.600439101804,717.929342308044,509.807103415396
"AF_A50_E_2024-12-12_12H00M","2024-12-12T12:00:00Z","AF_A50_E","unknown",6635.5,9487,11,569.171325683594,59.3042984008789,1103.78499073029,877.266930799518,596.703597412109,472.355422930534
